[GIN-debug] [WARNING] Creating an Engine instance with the Logger and Recovery middleware already attached.

[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] GET    /                         --> main.main.func1 (3 handlers)
[GIN-debug] GET    /admin                    --> main.main.func4 (4 handlers)
[GIN-debug] POST   /admin                    --> main.main.func4 (4 handlers)
[GIN-debug] PUT    /admin                    --> main.main.func4 (4 handlers)
[GIN-debug] PATCH  /admin                    --> main.main.func4 (4 handlers)
[GIN-debug] HEAD   /admin                    --> main.main.func4 (4 handlers)
[GIN-debug] OPTIONS /admin                    --> main.main.func4 (4 handlers)
[GIN-debug] DELETE /admin                    --> main.main.func4 (4 handlers)
[GIN-debug] CONNECT /admin                    --> main.main.func4 (4 handlers)
[GIN-debug] TRACE  /admin                    --> main.main.func4 (4 handlers)
[GIN-debug] GET    /admin/*path              --> main.main.func4 (4 handlers)
[GIN-debug] POST   /admin/*path              --> main.main.func4 (4 handlers)
[GIN-debug] PUT    /admin/*path              --> main.main.func4 (4 handlers)
[GIN-debug] PATCH  /admin/*path              --> main.main.func4 (4 handlers)
[GIN-debug] HEAD   /admin/*path              --> main.main.func4 (4 handlers)
[GIN-debug] OPTIONS /admin/*path              --> main.main.func4 (4 handlers)
[GIN-debug] DELETE /admin/*path              --> main.main.func4 (4 handlers)
[GIN-debug] CONNECT /admin/*path              --> main.main.func4 (4 handlers)
[GIN-debug] TRACE  /admin/*path              --> main.main.func4 (4 handlers)
[GIN-debug] GET    /api/v1/*path             --> main.main.func5 (4 handlers)
[GIN-debug] POST   /api/v1/*path             --> main.main.func5 (4 handlers)
[GIN-debug] PUT    /api/v1/*path             --> main.main.func5 (4 handlers)
[GIN-debug] PATCH  /api/v1/*path             --> main.main.func5 (4 handlers)
[GIN-debug] HEAD   /api/v1/*path             --> main.main.func5 (4 handlers)
[GIN-debug] OPTIONS /api/v1/*path             --> main.main.func5 (4 handlers)
[GIN-debug] DELETE /api/v1/*path             --> main.main.func5 (4 handlers)
[GIN-debug] CONNECT /api/v1/*path             --> main.main.func5 (4 handlers)
[GIN-debug] TRACE  /api/v1/*path             --> main.main.func5 (4 handlers)
2026/04/13 23:53:43 Gateway starting on port 8080
[GIN-debug] [WARNING] You trusted all proxies, this is NOT safe. We recommend you to set a value.
Please check https://github.com/gin-gonic/gin/blob/master/docs/doc.md#dont-trust-all-proxies for details.
[GIN-debug] Listening and serving HTTP on :8080
[GIN] 2026/04/13 - 23:53:46 | 200 | 355.57ms |             ::1 | GET      "/admin/puzzles"
[GIN] 2026/04/13 - 23:53:47 | 200 |   1.57ms |             ::1 | GET      "/admin/_next/static/media/797e433ab948586e-s.p.0.q-h669a_dqa.woff2"
[GIN] 2026/04/13 - 23:53:47 | 200 | 711.375µs |             ::1 | GET      "/admin/_next/static/media/caa3a2e1cccd8315-s.p.16t1db8_9y2o~.woff2"
[GIN] 2026/04/13 - 23:53:47 | 200 |  719.5µs |             ::1 | GET      "/admin/_next/static/chunks/[turbopack]_browser_dev_hmr-client_hmr-client_ts_10z625~._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |   1.93ms |             ::1 | GET      "/admin/_next/static/chunks/[root-of-the-server]__02nfq85._.css"
[GIN] 2026/04/13 - 23:53:47 | 200 |   8.36ms |             ::1 | GET      "/admin/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_0p3wegg._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |  10.76ms |             ::1 | GET      "/admin/_next/static/chunks/node_modules_next_dist_compiled_0rpq4pf._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |  11.62ms |             ::1 | GET      "/admin/_next/static/chunks/node_modules_next_dist_115brz8._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |   5.86ms |             ::1 | GET      "/admin/_next/static/chunks/node_modules_@swc_helpers_cjs_0-4ujiy._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |   3.89ms |             ::1 | GET      "/admin/_next/static/chunks/_0rqeker._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |   1.91ms |             ::1 | GET      "/admin/_next/static/chunks/src_app_layout_tsx_004glpo._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |   7.05ms |             ::1 | GET      "/admin/_next/static/chunks/turbopack-_0r73oas._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |   2.32ms |             ::1 | GET      "/admin/_next/static/chunks/src_app_(dashboard)_layout_tsx_002ye8~._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |    4.6ms |             ::1 | GET      "/admin/_next/static/chunks/_0~5jry9._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |   9.91ms |             ::1 | GET      "/admin/_next/static/chunks/node_modules_next_dist_0tt2wve._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |   2.41ms |             ::1 | GET      "/admin/_next/static/chunks/src_app_(dashboard)_puzzles_page_tsx_0qlf7oy._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |   4.24ms |             ::1 | GET      "/admin/_next/static/chunks/_0hx.hb_._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |   1.62ms |             ::1 | GET      "/admin/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_002ye8~.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |  32.38ms |             ::1 | GET      "/admin/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_0553esy.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |  30.96ms |             ::1 | GET      "/admin/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |  32.98ms |             ::1 | GET      "/admin/_next/static/chunks/node_modules_next_dist_compiled_react-dom_058-ah~._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |  17.22ms |             ::1 | GET      "/admin/_next/static/chunks/[turbopack]_browser_dev_hmr-client_hmr-client_ts_10mygs7._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |  17.52ms |             ::1 | GET      "/admin/_next/static/chunks/[turbopack]_browser_dev_hmr-client_hmr-client_ts_0yjw1oe._.js"
[GIN] 2026/04/13 - 23:53:47 | 200 |   2.22ms |             ::1 | GET      "/admin/favicon.ico?favicon.0x3dzn~oxb6tn.ico"
[GIN] 2026/04/13 - 23:53:47 | 200 |    6.6ms |             ::1 | GET      "/api/v1/puzzles?page=1&limit=10"
[GIN] 2026/04/13 - 23:53:52 | 200 | 172.22ms |             ::1 | GET      "/admin?_rsc=1q3cx"
[GIN] 2026/04/13 - 23:53:52 | 200 | 791.917µs |             ::1 | GET      "/admin/_next/static/chunks/src_app_(dashboard)_page_tsx_0qlf7oy._.js"
[GIN] 2026/04/13 - 23:53:52 | 200 |   1.09ms |             ::1 | GET      "/admin/_next/static/chunks/_127s47c._.js"
[GIN] 2026/04/13 - 23:53:52 | 304 |   2.22ms |             ::1 | GET      "/admin/_next/static/chunks/_127s47c._.js"
[GIN] 2026/04/13 - 23:53:52 | 304 |   2.66ms |             ::1 | GET      "/admin/_next/static/chunks/src_app_(dashboard)_page_tsx_0qlf7oy._.js"
[GIN] 2026/04/13 - 23:53:52 | 200 | 964.667µs |             ::1 | GET      "/api/v1/admin/engine/status"
[GIN] 2026/04/13 - 23:53:52 | 200 |   1.21ms |             ::1 | GET      "/api/v1/admin/stats"
[GIN] 2026/04/13 - 23:53:52 | 200 | 284.291µs |             ::1 | GET      "/api/v1/admin/engine/status"
[GIN] 2026/04/13 - 23:53:52 | 200 | 395.083µs |             ::1 | GET      "/api/v1/admin/stats"
[GIN] 2026/04/13 - 23:54:40 | 200 | 161.39ms |             ::1 | GET      "/admin/users?_rsc=19ruh"
[GIN] 2026/04/13 - 23:54:40 | 200 | 997.958µs |             ::1 | GET      "/admin/_next/static/chunks/src_app_(dashboard)_users_page_tsx_0qlf7oy._.js"
[GIN] 2026/04/13 - 23:54:40 | 200 |   1.53ms |             ::1 | GET      "/admin/_next/static/chunks/_00i.bv1._.js"
[GIN] 2026/04/13 - 23:54:40 | 304 |    2.1ms |             ::1 | GET      "/admin/_next/static/chunks/_00i.bv1._.js"
[GIN] 2026/04/13 - 23:54:40 | 304 |   1.62ms |             ::1 | GET      "/admin/_next/static/chunks/src_app_(dashboard)_users_page_tsx_0qlf7oy._.js"
[GIN] 2026/04/13 - 23:54:40 | 200 |   1.39ms |             ::1 | GET      "/api/v1/admin/users?page=1&limit=10"
[GIN] 2026/04/13 - 23:54:40 | 200 | 360.625µs |             ::1 | GET      "/api/v1/admin/users?page=1&limit=10"
[GIN] 2026/04/13 - 23:54:40 | 404 |  1.834µs |             ::1 | GET      "/__nextjs_font/geist-latin.woff2"
[GIN] 2026/04/13 - 23:54:40 | 404 |  1.708µs |             ::1 | POST     "/__nextjs_original-stack-frames"
[GIN] 2026/04/13 - 23:54:50 | 200 |   1.22ms |             ::1 | GET      "/api/v1/admin/users?page=4&limit=10"
[GIN] 2026/04/13 - 23:54:59 | 200 | 160.05ms |             ::1 | GET      "/admin/categories?_rsc=r4uoe"
[GIN] 2026/04/13 - 23:54:59 | 200 | 958.959µs |             ::1 | GET      "/admin/_next/static/chunks/src_app_(dashboard)_categories_page_tsx_0qlf7oy._.js"
[GIN] 2026/04/13 - 23:54:59 | 200 |   1.14ms |             ::1 | GET      "/admin/_next/static/chunks/_0jagv2v._.js"
[GIN] 2026/04/13 - 23:54:59 | 200 | 502.792µs |             ::1 | GET      "/api/v1/admin/categories"
[GIN] 2026/04/13 - 23:54:59 | 304 |   1.01ms |             ::1 | GET      "/admin/_next/static/chunks/_0jagv2v._.js"
[GIN] 2026/04/13 - 23:54:59 | 304 | 861.916µs |             ::1 | GET      "/admin/_next/static/chunks/src_app_(dashboard)_categories_page_tsx_0qlf7oy._.js"
[GIN] 2026/04/13 - 23:54:59 | 200 | 135.125µs |             ::1 | GET      "/api/v1/admin/categories"
[GIN] 2026/04/13 - 23:55:00 | 200 | 154.42ms |             ::1 | GET      "/admin/settings?_rsc=1kk7p"
[GIN] 2026/04/13 - 23:55:00 | 200 | 826.958µs |             ::1 | GET      "/admin/_next/static/chunks/src_app_(dashboard)_settings_page_tsx_0qlf7oy._.js"
[GIN] 2026/04/13 - 23:55:00 | 200 |   1.12ms |             ::1 | GET      "/admin/_next/static/chunks/_0.89359._.js"
